ContentDatabase,FeatureId,FeatureTitle,InputWebPartFile,InputWebPartType,PageUrl,SiteCollection,SiteCollectionOwner,SolutionId,SolutionName,StorageKey,UserID,WebApplication,WebPartAssembly,WebPartClass,WebPartId,WebPartType,WebPartTypeFullName,WebUrl,ZoneID,ZoneIndex
PPE_AppsManagementSite_content_01,22DA90CB-AE3D-4226-BA6C-D2DF07A327DD,$Resources:FeatureName,Aviva.OneIntranet.FeaturedLinksWebPart.webpart,"Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart, Microsoft.SharePoint.Publishing, Version=12.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Pages/default.aspx,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,aviva.oneintranet.solution.web.wsp,50897f01-512c-4a00-b6cd-4ad9081a3686,,http://001d-cam-tap01:8899/,"Microsoft.SharePoint.Publishing, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,,ContentByQueryWebPart,Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,LeftColumnZone,0
PPE_AppsManagementSite_content_01,22DA90CB-AE3D-4226-BA6C-D2DF07A327DD,$Resources:FeatureName,Aviva.OneIntranet.FeaturedLinksWebPart.webpart,"Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart, Microsoft.SharePoint.Publishing, Version=12.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Pages/default.aspx,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,aviva.oneintranet.solution.web.wsp,f4aaa299-d87e-4d67-8787-95358c4935b9,,http://001d-cam-tap01:8899/,"Microsoft.SharePoint.Publishing, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,,ContentByQueryWebPart,Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,RightColumnZone,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtcustomwebparttestone.wsp,cf360c0a-a17a-4140-831f-b1a6325b6f72,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,TopRow,0
Portal_Content_01,22DA90CB-AE3D-4226-BA6C-D2DF07A327DD,$Resources:FeatureName,Aviva.OneIntranet.FeaturedLinksWebPart.webpart,"Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart, Microsoft.SharePoint.Publishing, Version=12.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Pages/BulkWebPartTransformation.aspx,https://intranet.poc.com/sites/TestContosoPublishingSite,N/A,N/A,aviva.oneintranet.solution.web.wsp,24d51ab2-4e16-47bf-8cf5-0c473efc762b,,https://intranet.poc.com/,"Microsoft.SharePoint.Publishing, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,,ContentByQueryWebPart,Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,https://intranet.poc.com/sites/TestContosoPublishingSite,RightColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/AnubhavPublishing,N/A,N/A,contoso.intranet.wsp,3bc3d550-336b-4c60-bafd-46e0e5af8d9a,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/AnubhavPublishing,LeftColumnZone,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,pmtcustomwebparttestone.wsp,d0696865-4f88-4950-9208-c9239db90736,17,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,LeftColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,pmtwebparttesttwo.wsp,ceafff8d-1b71-4315-9b86-14218f0c2e78,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/DiscoveryTool,RightColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",SitePages/WebPartTrial.aspx,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,pmtwebparttesttwo.wsp,30c8d081-7518-4cb5-b084-f8ca554ba085,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,g_448b4ad9_1d97_4c87_8c22_19eb22ecb367,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/DiscoveryTool,wpz,0
Portal_Content_01,22DA90CB-AE3D-4226-BA6C-D2DF07A327DD,$Resources:FeatureName,Aviva.OneIntranet.FeaturedLinksWebPart.webpart,"Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart, Microsoft.SharePoint.Publishing, Version=12.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",default.aspx,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterprise,N/A,N/A,aviva.oneintranet.solution.web.wsp,579bbff3-690e-4967-a298-3395f92eafeb,,https://intranet.poc.com/,"Microsoft.SharePoint.Publishing, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,,ContentByQueryWebPart,Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterprise,Left,0
Portal_Content_01,22DA90CB-AE3D-4226-BA6C-D2DF07A327DD,$Resources:FeatureName,Aviva.OneIntranet.FeaturedLinksWebPart.webpart,"Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart, Microsoft.SharePoint.Publishing, Version=12.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",default.aspx,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterprise,N/A,N/A,aviva.oneintranet.solution.web.wsp,a0050b49-f646-4616-9e23-0c6257fcba54,,https://intranet.poc.com/,"Microsoft.SharePoint.Publishing, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,,ContentByQueryWebPart,Microsoft.SharePoint.Publishing.WebControls.ContentByQueryWebPart,https://intranet.poc.com/sites/TestSiteForWebPartTransformationToolEnterprise,Right,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,ftcvisualwebpart.wsp,6e4e451d-8dc0-4ace-85bb-e01ad8583f53,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,CenterLeftColumn,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",Pages/WPTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,ftcvisualwebpart.wsp,9f185751-9140-4b76-a05a-5d952a53666c,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,LeftColumn,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,ftcvisualwebpart.wsp,6e4e451d-8dc0-4ace-85bb-e01ad8583f53,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,LeftColumn,0
