ContentDatabase,Feature_TimeActivated,Feature_Version,FeatureId,FeatureTitle,Scope,SiteCollection,SiteCollectionOwner,SiteID,SolutionId,SolutionName,WebApplication,WebID,WebUrl
N/A,01/01/0001 00:00:00,0.0.0.0,7435ae5c-91b5-4f0e-8c96-de5e77207e9c,N/A,N/A,N/A,N/A,N/A,N/A,contoso.contenttype.wsp,http://001d-cam-tap01:8899/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,96967f04-bb8f-45b9-8bb0-62d079022346,GPUserAddedWPScope_GPUserAddedWPScope,WebApplication,N/A,N/A,N/A,67db77d4-a7a0-4b64-86cc-6f3416c869ee,gpuseraddedwpscope.wsp,http://001d-cam-tap01:8899/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,7435ae5c-91b5-4f0e-8c96-de5e77207e9c,N/A,N/A,N/A,N/A,N/A,N/A,contoso.contenttype.wsp,https://dummy.poc.com/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,96967f04-bb8f-45b9-8bb0-62d079022346,GPUserAddedWPScope_GPUserAddedWPScope,WebApplication,N/A,N/A,N/A,67db77d4-a7a0-4b64-86cc-6f3416c869ee,gpuseraddedwpscope.wsp,https://dummy.poc.com/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,7435ae5c-91b5-4f0e-8c96-de5e77207e9c,N/A,N/A,N/A,N/A,N/A,N/A,contoso.contenttype.wsp,https://intranet.poc.com/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,96967f04-bb8f-45b9-8bb0-62d079022346,GPUserAddedWPScope_GPUserAddedWPScope,WebApplication,N/A,N/A,N/A,67db77d4-a7a0-4b64-86cc-6f3416c869ee,gpuseraddedwpscope.wsp,https://intranet.poc.com/,N/A,N/A
N/A,01/01/0001 00:00:00,0.0.0.0,d073413c-3bd4-4fcc-a0ff-61e0e8043843,N/A,N/A,N/A,N/A,N/A,N/A,jdp.transformation.disablefeatureactivation.wsp,https://intranet.poc.com/,N/A,N/A
Portal_Content_01,10/9/2014 11:12:09 PM,0.0.0.0,a3fed161-004e-4a9c-bb07-1966f27f2cab,Contoso.Intranet - Site Default,Site,https://intranet.poc.com/sites/TestContosoTeamParent_2,N/A,1e49517f-e74c-4eff-a12a-005214974b28,N/A,contoso.intranet.wsp,https://intranet.poc.com/,00000000-0000-0000-0000-000000000000,N/A
Portal_Content_01,10/10/2014 12:39:30 AM,0.0.0.0,9f372db0-fa25-4c59-bd73-39862db2fcd9,Contoso.ContentType Feature,Site,https://intranet.poc.com/sites/TestContosoTeamParent_2,N/A,1e49517f-e74c-4eff-a12a-005214974b28,N/A,contoso.contenttype.wsp,https://intranet.poc.com/,00000000-0000-0000-0000-000000000000,N/A
Portal_Content_01,10/9/2014 11:12:22 PM,0.0.0.0,c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,Contoso.Intranet - Web Default,Web,https://intranet.poc.com/sites/TestContosoTeamParent_2,N/A,1e49517f-e74c-4eff-a12a-005214974b28,N/A,contoso.intranet.wsp,https://intranet.poc.com/,9f0851a4-722d-4cd6-a95d-5288b2d56ada,https://intranet.poc.com/sites/TestContosoTeamParent_2
Portal_Content_01,5/14/2015 8:13:12 AM,0.0.0.0,86ee9185-85b6-4dbd-960c-5cac92850092,"$Resources:VideoRibbon,videowebpart_featurename;",Site,https://intranet.poc.com/sites/Test2,N/A,0c2d8a94-9712-45ff-87c1-058f9a940e9c,N/A,aviva.oneintranet.solution.web.wsp,https://intranet.poc.com/,00000000-0000-0000-0000-000000000000,N/A
Portal_Content_01,5/14/2015 8:13:12 AM,0.0.0.0,073c4e60-6d38-42a7-83fe-c27a230a3747,Aviva Video Ribbon,Site,https://intranet.poc.com/sites/Test2,N/A,0c2d8a94-9712-45ff-87c1-058f9a940e9c,N/A,aviva.oneintranet.solution.web.wsp,https://intranet.poc.com/,00000000-0000-0000-0000-000000000000,N/A
Portal_Content_01,5/14/2015 8:13:31 AM,1.0.0.0,828a6edd-0ae3-415e-b4dc-c315635fe74d,$Resources:FeatureName,Web,https://intranet.poc.com/sites/Test2,N/A,0c2d8a94-9712-45ff-87c1-058f9a940e9c,N/A,aviva.oneintranet.solution.web.wsp,https://intranet.poc.com/,8a43ffc2-b043-4be1-a022-df2e3610a528,https://intranet.poc.com/sites/Test2
Portal_Content_01,10/2/2015 5:14:48 AM,0.0.0.0,2135e033-71b2-40d6-a53f-2ce916c7ab67,CustomField Feature1,Web,https://intranet.poc.com/sites/Anubhav_02Oct_3,N/A,03827c2f-305e-4be1-b909-05cfe3113ff8,N/A,customfield.wsp,https://intranet.poc.com/,77bd30eb-d978-4135-9cf6-cbfe80a635af,https://intranet.poc.com/sites/Anubhav_02Oct_3
